income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,asset_coverage,affordability_index
5700000,19400000,8,544,4300000,6400000,19900000,5800000,1,3.4035087719298245,36400000,1.8762886597938144,2.350515463917526
5200000,18300000,10,355,400000,3800000,10600000,3400000,1,3.519230769230769,18200000,0.994535519125683,2.841530054644809
7400000,17500000,4,540,8800000,7600000,17900000,3600000,1,2.364864864864865,37900000,2.165714285714286,1.6914285714285715
6500000,16000000,14,444,1100000,7900000,23100000,7900000,1,2.4615384615384617,40000000,2.5,5.687499999999999
6200000,14900000,14,567,1200000,9100000,20800000,8800000,0,2.403225806451613,39900000,2.6778523489932886,5.825503355704698
2400000,6500000,20,513,6400000,2100000,5200000,2600000,1,2.7083333333333335,16300000,2.5076923076923077,7.384615384615385
2500000,7100000,10,590,4000000,800000,6100000,2600000,0,2.84,13500000,1.9014084507042253,3.5211267605633805
2700000,8500000,20,368,4900000,4500000,5900000,2100000,1,3.1481481481481484,17400000,2.0470588235294116,6.352941176470588
3000000,7600000,6,413,2300000,3500000,11400000,1700000,1,2.533333333333333,18900000,2.486842105263158,2.3684210526315788
6100000,13600000,4,401,10700000,2000000,20500000,3900000,1,2.2295081967213113,37100000,2.7279411764705883,1.7941176470588236
1500000,5400000,18,687,200000,400000,4500000,1700000,0,3.6,6800000,1.2592592592592593,5.0
6500000,14100000,14,577,4600000,12000000,25100000,3900000,0,2.169230769230769,45600000,3.234042553191489,6.453900709219858
200000,700000,10,576,500000,100000,400000,300000,0,3.5,1300000,1.8571428571428572,2.857142857142857
9900000,23400000,16,687,28200000,3700000,29600000,8200000,0,2.3636363636363638,69700000,2.9786324786324787,6.769230769230769
5500000,11600000,12,474,1800000,2400000,20100000,5600000,1,2.109090909090909,29900000,2.5775862068965516,5.689655172413794
1200000,4400000,6,709,2800000,2300000,4100000,1700000,0,3.6666666666666665,10900000,2.477272727272727,1.6363636363636362
6900000,20200000,18,438,9600000,6200000,26800000,5700000,1,2.927536231884058,48300000,2.391089108910891,6.148514851485149
8000000,25300000,4,306,22300000,7300000,24400000,6600000,0,3.1625,60600000,2.3952569169960474,1.2648221343873518
4100000,13900000,20,383,1900000,2300000,15800000,3800000,1,3.3902439024390243,23800000,1.7122302158273381,5.899280575539568
1400000,4700000,20,563,400000,2300000,2800000,1400000,0,3.357142857142857,6900000,1.4680851063829787,5.957446808510638
1600000,3200000,20,371,1600000,2300000,4600000,1000000,1,2.0,9500000,2.96875,10.0
2100000,4200000,12,379,2700000,2100000,8100000,2500000,1,2.0,15400000,3.6666666666666665,6.0
8800000,30200000,18,897,17100000,7900000,28700000,11100000,0,3.4318181818181817,64800000,2.1456953642384105,5.245033112582782
7100000,25400000,10,725,20600000,5300000,16000000,8600000,0,3.5774647887323945,50500000,1.9881889763779528,2.795275590551181
8600000,31500000,16,678,19700000,13400000,22200000,5300000,0,3.6627906976744184,60600000,1.9238095238095239,4.368253968253968
5400000,14800000,6,724,1000000,400000,13100000,5400000,0,2.740740740740741,19900000,1.3445945945945945,2.1891891891891895
1000000,2500000,6,808,2900000,600000,2000000,500000,0,2.5,6000000,2.4,2.4
5400000,18400000,8,625,12100000,3000000,13000000,4800000,0,3.4074074074074074,32900000,1.7880434782608696,2.347826086956522
4200000,16800000,4,771,6500000,4500000,10500000,5800000,0,4.0,27300000,1.625,1.0
7500000,22400000,14,695,8100000,3900000,15300000,9400000,0,2.986666666666667,36700000,1.6383928571428572,4.6875
1200000,3300000,2,564,2200000,500000,4700000,1100000,0,2.75,8500000,2.5757575757575757,0.7272727272727273
6300000,14500000,10,349,3800000,12300000,16500000,5700000,1,2.3015873015873014,38300000,2.6413793103448278,4.344827586206897
300000,900000,4,797,300000,400000,600000,400000,0,3.0,1700000,1.8888888888888888,1.3333333333333333
7400000,28800000,8,391,20000000,7900000,23600000,7200000,1,3.891891891891892,58700000,2.0381944444444446,2.0555555555555554
2200000,5400000,12,833,4900000,3300000,7000000,1600000,0,2.4545454545454546,16800000,3.111111111111111,4.888888888888889
4000000,9100000,10,515,600000,6400000,9900000,5500000,1,2.275,22400000,2.4615384615384617,4.395604395604396
2700000,10400000,16,671,6100000,3700000,5600000,4000000,0,3.8518518518518516,19400000,1.8653846153846154,4.153846153846154
2000000,6900000,4,404,4900000,1600000,4200000,3000000,0,3.45,13700000,1.9855072463768115,1.1594202898550725
6400000,14800000,6,537,2300000,3700000,18600000,6500000,1,2.3125,31100000,2.1013513513513513,2.5945945945945947
1400000,5100000,4,348,2100000,900000,4000000,1300000,0,3.642857142857143,8300000,1.6274509803921569,1.0980392156862746
2800000,6300000,12,647,4100000,0,8700000,2300000,0,2.25,15100000,2.3968253968253967,5.333333333333333
8200000,28700000,14,316,23300000,16100000,17700000,4300000,1,3.5,61400000,2.1393728222996518,4.0
9000000,26700000,14,638,5300000,0,31300000,5200000,0,2.966666666666667,41800000,1.5655430711610487,4.719101123595506
800000,2100000,12,363,1200000,1000000,3100000,900000,1,2.625,6200000,2.9523809523809526,4.571428571428571
6100000,21200000,6,808,700000,7200000,22300000,6100000,0,3.4754098360655736,36300000,1.7122641509433962,1.7264150943396226
2400000,9400000,2,871,3700000,300000,7100000,3500000,0,3.9166666666666665,14600000,1.553191489361702,0.5106382978723404
6000000,17000000,12,607,15300000,3200000,22100000,3900000,0,2.8333333333333335,44500000,2.6176470588235294,4.235294117647059
7900000,22500000,6,571,8100000,5300000,17900000,8100000,0,2.848101265822785,39400000,1.751111111111111,2.1066666666666665
9500000,25700000,18,446,16900000,13600000,29300000,10100000,1,2.705263157894737,69900000,2.719844357976654,6.653696498054475
1800000,6400000,20,436,1500000,2900000,4400000,1300000,1,3.5555555555555554,10100000,1.578125,5.625
5800000,14100000,12,738,11700000,4400000,15400000,8400000,0,2.4310344827586206,39900000,2.8297872340425534,4.9361702127659575
2800000,9400000,10,519,7000000,3500000,7700000,1500000,1,3.357142857142857,19700000,2.095744680851064,2.978723404255319
4000000,8300000,8,531,3700000,7400000,15200000,5900000,1,2.075,32200000,3.8795180722891565,3.855421686746988
1000000,3400000,18,578,2300000,400000,3100000,1200000,0,3.4,7000000,2.0588235294117645,5.294117647058824
9100000,21100000,20,578,5900000,6200000,33700000,5600000,0,2.318681318681319,51400000,2.4360189573459716,8.625592417061611
4600000,18100000,14,442,2800000,200000,15600000,3300000,1,3.9347826086956523,21900000,1.2099447513812154,3.5580110497237567
7800000,16900000,6,751,17400000,6300000,20400000,11700000,0,2.1666666666666665,55800000,3.301775147928994,2.769230769230769
6600000,18800000,10,353,16500000,9500000,20000000,6200000,1,2.8484848484848486,52200000,2.776595744680851,3.5106382978723403
9800000,26600000,12,664,5200000,2900000,22500000,14100000,0,2.7142857142857144,44700000,1.6804511278195489,4.421052631578948
7400000,26600000,18,505,2200000,2400000,22400000,3900000,1,3.5945945945945947,30900000,1.1616541353383458,5.007518796992481
4300000,16600000,10,571,5700000,3700000,12800000,5800000,0,3.86046511627907,28000000,1.6867469879518073,2.5903614457831323
9800000,34600000,16,754,12400000,14900000,34700000,6100000,0,3.5306122448979593,68100000,1.9682080924855492,4.531791907514451
1100000,3900000,20,858,3200000,1200000,3800000,1100000,0,3.5454545454545454,9300000,2.3846153846153846,5.641025641025641
8600000,21800000,20,641,5300000,8800000,24000000,9100000,0,2.5348837209302326,47200000,2.165137614678899,7.889908256880734
9400000,35500000,16,592,9300000,11800000,30500000,5800000,0,3.776595744680851,57400000,1.6169014084507043,4.236619718309859
5300000,20300000,14,432,15000000,0,17200000,5900000,1,3.830188679245283,38100000,1.8768472906403941,3.6551724137931036
8700000,33800000,18,558,18300000,11500000,31500000,5900000,0,3.8850574712643677,67200000,1.9881656804733727,4.633136094674557
4800000,14200000,12,547,10400000,700000,9800000,2400000,1,2.9583333333333335,23300000,1.6408450704225352,4.056338028169014
4400000,9800000,18,732,2400000,2400000,15100000,4400000,0,2.227272727272727,24300000,2.479591836734694,8.081632653061224
5400000,19300000,12,784,5000000,1800000,20300000,6500000,0,3.574074074074074,33600000,1.7409326424870466,3.357512953367876
8400000,31900000,10,605,18900000,10300000,22000000,9100000,0,3.7976190476190474,60300000,1.890282131661442,2.633228840125392
5400000,19500000,18,688,12100000,800000,17000000,3500000,0,3.611111111111111,33400000,1.7128205128205127,4.984615384615385
9400000,32100000,10,617,22700000,5800000,29400000,11400000,0,3.4148936170212765,69300000,2.1588785046728973,2.9283489096573208
800000,2400000,4,518,500000,800000,2800000,500000,0,3.0,4600000,1.9166666666666667,1.3333333333333333
3800000,14800000,10,390,5900000,5700000,9500000,4600000,1,3.8947368421052633,25700000,1.7364864864864864,2.5675675675675675
3100000,6300000,4,370,8600000,4100000,8800000,2800000,1,2.032258064516129,24300000,3.857142857142857,1.9682539682539681
6000000,21300000,4,802,4700000,8900000,17300000,7600000,0,3.55,38500000,1.807511737089202,1.1267605633802817
6800000,15500000,12,338,9900000,1200000,21800000,8500000,1,2.2794117647058822,41400000,2.670967741935484,5.264516129032258
5200000,11700000,6,658,8100000,5100000,11400000,5600000,0,2.25,30200000,2.5811965811965814,2.6666666666666665
1900000,6700000,12,595,3000000,3200000,4900000,1700000,0,3.526315789473684,12800000,1.9104477611940298,3.4029850746268653
3600000,8500000,20,594,4400000,6400000,7400000,4500000,0,2.361111111111111,22700000,2.6705882352941175,8.470588235294118
1500000,4100000,14,611,600000,2000000,4800000,2100000,0,2.7333333333333334,9500000,2.317073170731707,5.121951219512195
2000000,5800000,8,799,3000000,3100000,5500000,1000000,0,2.9,12600000,2.1724137931034484,2.7586206896551726
9200000,18600000,20,497,1000000,300000,24200000,10700000,1,2.0217391304347827,36200000,1.946236559139785,9.89247311827957
6100000,15900000,18,456,12900000,10800000,19100000,8800000,1,2.6065573770491803,51600000,3.2452830188679247,6.90566037735849
300000,500000,8,396,400000,300000,1200000,200000,1,1.6666666666666667,2100000,4.2,4.8
800000,2300000,10,770,900000,900000,2900000,1100000,0,2.875,5800000,2.5217391304347827,3.4782608695652173
3300000,9000000,16,797,3000000,6400000,10300000,3300000,0,2.727272727272727,23000000,2.5555555555555554,5.866666666666666
5800000,18700000,20,586,14100000,3000000,15600000,6000000,0,3.2241379310344827,38700000,2.06951871657754,6.2032085561497325
8500000,23400000,16,604,25100000,16500000,24500000,4800000,0,2.7529411764705882,70900000,3.02991452991453,5.811965811965812
4100000,12800000,8,799,3700000,700000,9400000,2700000,0,3.1219512195121952,16500000,1.2890625,2.5625
7800000,26400000,4,763,2200000,8400000,16600000,6700000,0,3.3846153846153846,33900000,1.2840909090909092,1.1818181818181819
7500000,23000000,14,725,8900000,4800000,20200000,7100000,0,3.066666666666667,41000000,1.7826086956521738,4.565217391304348
2300000,8800000,18,336,1800000,800000,5200000,1500000,1,3.8260869565217392,9300000,1.0568181818181819,4.704545454545455
600000,2300000,6,495,1700000,600000,2000000,300000,1,3.8333333333333335,4600000,2.0,1.565217391304348
2900000,11500000,20,431,3600000,3800000,5900000,3100000,1,3.9655172413793105,16400000,1.4260869565217391,5.043478260869565
900000,2200000,2,415,600000,1700000,2900000,700000,1,2.4444444444444446,5900000,2.6818181818181817,0.8181818181818182
9000000,20400000,6,451,5200000,11400000,28200000,9000000,1,2.2666666666666666,53800000,2.6372549019607843,2.6470588235294117
4800000,14300000,4,489,12400000,7900000,17700000,3600000,1,2.9791666666666665,41600000,2.909090909090909,1.3426573426573427
1600000,4600000,12,415,800000,600000,3900000,1500000,1,2.875,6800000,1.4782608695652173,4.173913043478261
2600000,8100000,12,425,7300000,1900000,6800000,2200000,1,3.1153846153846154,18200000,2.246913580246914,3.8518518518518516
1800000,4600000,14,453,1700000,2400000,4700000,1600000,1,2.5555555555555554,10400000,2.260869565217391,5.478260869565217
4400000,11800000,20,634,5900000,7300000,15200000,4300000,0,2.6818181818181817,32700000,2.7711864406779663,7.4576271186440675
200000,300000,20,519,0,0,400000,300000,1,1.5,700000,2.3333333333333335,13.333333333333334
800000,2100000,6,353,700000,300000,2900000,1200000,1,2.625,5100000,2.4285714285714284,2.2857142857142856
1500000,3200000,4,767,2000000,400000,3700000,1400000,0,2.1333333333333333,7500000,2.34375,1.875
7700000,16900000,14,473,22100000,4000000,29000000,6400000,1,2.1948051948051948,61500000,3.63905325443787,6.378698224852071
7200000,21300000,2,801,9900000,1700000,20400000,7200000,0,2.9583333333333335,39200000,1.84037558685446,0.676056338028169
1000000,2300000,16,543,200000,100000,2000000,1000000,1,2.3,3300000,1.434782608695652,6.956521739130435
6300000,17200000,12,714,10100000,4200000,24700000,8500000,0,2.7301587301587302,47500000,2.761627906976744,4.395348837209302
1900000,4100000,12,830,4600000,1100000,5300000,2100000,0,2.1578947368421053,13100000,3.1951219512195124,5.560975609756097
4400000,15300000,4,401,200000,5400000,17500000,2400000,0,3.477272727272727,25500000,1.6666666666666667,1.1503267973856208
9100000,26400000,6,518,15800000,1100000,35300000,5700000,1,2.901098901098901,57900000,2.1931818181818183,2.0681818181818183
900000,2300000,20,367,0,1200000,3400000,1300000,1,2.5555555555555554,5900000,2.5652173913043477,7.826086956521739
4600000,12000000,12,493,4500000,700000,16200000,3600000,1,2.608695652173913,25000000,2.0833333333333335,4.6
9400000,22700000,14,505,4000000,16900000,24700000,11500000,1,2.4148936170212765,57100000,2.515418502202643,5.797356828193833
6900000,26500000,16,322,20500000,9800000,17100000,9400000,1,3.8405797101449277,56800000,2.1433962264150943,4.166037735849057
300000,900000,8,735,800000,400000,500000,100000,0,3.0,1800000,2.0,2.6666666666666665
1900000,6700000,2,622,4200000,200000,3900000,1700000,0,3.526315789473684,10000000,1.492537313432836,0.5671641791044776
4400000,16400000,6,513,5400000,7500000,13100000,5700000,1,3.727272727272727,31700000,1.9329268292682926,1.6097560975609755
1200000,4100000,16,585,900000,900000,2300000,900000,0,3.4166666666666665,5000000,1.2195121951219512,4.682926829268292
1000000,3000000,10,813,2900000,500000,3300000,800000,0,3.0,7500000,2.5,3.3333333333333335
3100000,10400000,18,622,1300000,5000000,7200000,1600000,0,3.3548387096774195,15100000,1.4519230769230769,5.365384615384616
2100000,6300000,16,899,2400000,2200000,4400000,2200000,0,3.0,11200000,1.7777777777777777,5.333333333333333
2100000,4700000,2,459,4000000,1300000,8100000,1200000,1,2.238095238095238,14600000,3.106382978723404,0.8936170212765957
9400000,33300000,18,369,20600000,5600000,32200000,7200000,1,3.5425531914893615,65600000,1.96996996996997,5.081081081081081
9700000,37700000,6,601,300000,3100000,23800000,11800000,0,3.88659793814433,39000000,1.0344827586206897,1.543766578249337
1400000,2700000,18,703,600000,1300000,5400000,900000,0,1.9285714285714286,8200000,3.037037037037037,9.333333333333334
4700000,14600000,20,597,8200000,6000000,14100000,6800000,0,3.106382978723404,35100000,2.404109589041096,6.438356164383562
4100000,13300000,10,670,1900000,5500000,13200000,6100000,0,3.2439024390243905,26700000,2.007518796992481,3.082706766917293
1200000,2800000,6,366,3300000,300000,4200000,1400000,1,2.3333333333333335,9200000,3.2857142857142856,2.571428571428571
7900000,27800000,16,857,23300000,12500000,17200000,10600000,0,3.518987341772152,63600000,2.287769784172662,4.546762589928058
6600000,15000000,16,401,13600000,6600000,23500000,3300000,1,2.272727272727273,47000000,3.1333333333333333,7.04
2200000,8800000,4,437,1600000,2300000,8300000,2000000,0,4.0,14200000,1.6136363636363635,1.0
5500000,17600000,8,882,5800000,7800000,20300000,3100000,0,3.2,37000000,2.102272727272727,2.5
5100000,15500000,8,392,6700000,8100000,13600000,6700000,1,3.0392156862745097,35100000,2.264516129032258,2.632258064516129
3900000,7700000,10,421,9700000,7500000,14100000,2100000,1,1.9743589743589745,33400000,4.337662337662338,5.064935064935065
200000,400000,6,722,300000,300000,400000,100000,0,2.0,1100000,2.75,3.0
5800000,14700000,10,692,2300000,10100000,17700000,3900000,0,2.5344827586206895,34000000,2.312925170068027,3.945578231292517
8300000,20700000,2,537,8400000,14300000,19700000,7800000,1,2.4939759036144578,50200000,2.42512077294686,0.8019323671497585
2600000,5500000,8,676,6700000,800000,7200000,1300000,0,2.1153846153846154,16000000,2.909090909090909,3.7818181818181817
2100000,8100000,6,817,4600000,2900000,4900000,2900000,0,3.857142857142857,15300000,1.8888888888888888,1.5555555555555556
3900000,10800000,20,433,4700000,1600000,14500000,2300000,1,2.769230769230769,23100000,2.138888888888889,7.222222222222222
5200000,16300000,6,524,11000000,3400000,20700000,4600000,1,3.1346153846153846,39700000,2.4355828220858897,1.9141104294478528
7800000,24400000,20,490,6700000,5100000,17700000,4100000,1,3.128205128205128,33600000,1.3770491803278688,6.39344262295082
5400000,14300000,4,595,4100000,2800000,19300000,4900000,0,2.6481481481481484,31100000,2.174825174825175,1.5104895104895104
2900000,11000000,2,835,4900000,3200000,11500000,1400000,0,3.793103448275862,21000000,1.9090909090909092,0.5272727272727272
7100000,28300000,6,850,5600000,7100000,26000000,9700000,0,3.9859154929577465,48400000,1.7102473498233215,1.5053003533568903
800000,2500000,4,409,1300000,1000000,3100000,900000,0,3.125,6300000,2.52,1.28
3400000,12800000,10,760,9800000,4300000,11000000,4600000,0,3.764705882352941,29700000,2.3203125,2.65625
6800000,17600000,14,344,5500000,5600000,18100000,7700000,1,2.588235294117647,36900000,2.096590909090909,5.409090909090909
7000000,27100000,12,881,8300000,9400000,17200000,9500000,0,3.8714285714285714,44400000,1.6383763837638377,3.099630996309963
9300000,24500000,10,600,20200000,700000,32600000,5400000,0,2.6344086021505375,58900000,2.404081632653061,3.795918367346939
7500000,19900000,10,790,3500000,13000000,19900000,5900000,0,2.6533333333333333,42300000,2.1256281407035176,3.7688442211055277
8000000,31200000,20,392,7300000,8400000,16000000,6000000,1,3.9,37700000,1.2083333333333333,5.128205128205129
1600000,4100000,2,748,1400000,1000000,4200000,1000000,0,2.5625,7600000,1.853658536585366,0.7804878048780488
6700000,18800000,6,798,8700000,5900000,18000000,6100000,0,2.8059701492537314,38700000,2.0585106382978724,2.1382978723404253
3800000,11400000,4,323,5800000,4000000,9600000,4400000,0,3.0,23800000,2.087719298245614,1.3333333333333333
2700000,5400000,6,413,4800000,1500000,6100000,2600000,1,2.0,15000000,2.7777777777777777,3.0
1300000,2900000,8,733,3800000,1900000,3800000,1800000,0,2.230769230769231,11300000,3.896551724137931,3.586206896551724
3400000,10500000,16,543,3100000,4500000,11100000,4500000,1,3.088235294117647,23200000,2.2095238095238097,5.180952380952381
3400000,10900000,14,757,5400000,1600000,7700000,3000000,0,3.2058823529411766,17700000,1.6238532110091743,4.366972477064221
2400000,6800000,8,464,1900000,1300000,9500000,1900000,1,2.8333333333333335,14600000,2.1470588235294117,2.823529411764706
1900000,6900000,4,749,2100000,3700000,4300000,2200000,0,3.6315789473684212,12300000,1.7826086956521738,1.1014492753623188
700000,2200000,6,680,300000,200000,2500000,300000,0,3.142857142857143,3300000,1.5,1.909090909090909
6900000,20900000,4,574,3200000,1800000,25000000,5200000,0,3.028985507246377,35200000,1.6842105263157894,1.3205741626794258
300000,800000,18,774,400000,200000,900000,400000,0,2.6666666666666665,1900000,2.375,6.75
6000000,18700000,10,387,6600000,6200000,23300000,6700000,1,3.1166666666666667,42800000,2.2887700534759357,3.2085561497326203
4300000,16400000,20,397,6700000,6200000,10200000,5700000,1,3.813953488372093,28800000,1.7560975609756098,5.2439024390243905
5800000,13500000,14,816,13800000,9300000,20400000,7900000,0,2.3275862068965516,51400000,3.8074074074074074,6.014814814814814
3300000,6700000,8,845,1300000,4600000,12300000,3200000,0,2.0303030303030303,21400000,3.1940298507462686,3.9402985074626864
400000,1500000,4,743,700000,500000,1200000,300000,0,3.75,2700000,1.8,1.0666666666666667
300000,600000,4,418,500000,200000,700000,200000,1,2.0,1600000,2.6666666666666665,2.0
4200000,10700000,6,466,7400000,7000000,14000000,4700000,1,2.5476190476190474,33100000,3.0934579439252334,2.355140186915888
600000,2300000,12,335,400000,900000,1200000,400000,1,3.8333333333333335,2900000,1.2608695652173914,3.130434782608696
4400000,15200000,6,446,9500000,2200000,16700000,5800000,1,3.4545454545454546,34200000,2.25,1.7368421052631577
9200000,29400000,2,868,9200000,13800000,32000000,5300000,0,3.1956521739130435,60300000,2.0510204081632653,0.6258503401360545
6900000,25300000,4,763,9000000,3600000,21300000,5500000,0,3.6666666666666665,39400000,1.5573122529644268,1.0909090909090908
5100000,13700000,14,527,12100000,8900000,19400000,4700000,1,2.6862745098039214,45100000,3.291970802919708,5.211678832116789
3400000,12700000,2,741,3300000,6100000,7700000,3700000,0,3.735294117647059,20800000,1.6377952755905512,0.5354330708661418
8600000,26800000,12,802,7400000,2800000,32100000,11700000,0,3.116279069767442,54000000,2.014925373134328,3.850746268656716
9200000,28900000,8,538,13900000,8300000,32400000,4900000,1,3.141304347826087,59500000,2.0588235294117645,2.546712802768166
4800000,16300000,4,523,8800000,2300000,10000000,2800000,0,3.3958333333333335,23900000,1.4662576687116564,1.177914110429448
2800000,8300000,14,381,3200000,1100000,9100000,1500000,1,2.9642857142857144,14900000,1.7951807228915662,4.72289156626506
3400000,7000000,4,534,3100000,1600000,13000000,4000000,1,2.0588235294117645,21700000,3.1,1.9428571428571428
800000,2200000,14,574,2200000,1200000,1700000,1100000,0,2.75,6200000,2.8181818181818183,5.090909090909092
4100000,11100000,6,405,12000000,2900000,9000000,5900000,1,2.707317073170732,29800000,2.684684684684685,2.2162162162162162
1900000,3800000,16,542,800000,500000,4000000,2100000,1,2.0,7400000,1.9473684210526316,8.0
6700000,25400000,14,820,10300000,8100000,18500000,3900000,0,3.791044776119403,40800000,1.6062992125984252,3.6929133858267718
5200000,13400000,2,505,12000000,7900000,20400000,6200000,1,2.576923076923077,46500000,3.470149253731343,0.7761194029850746
6700000,16400000,2,508,4400000,10900000,25300000,9200000,1,2.4477611940298507,49800000,3.0365853658536586,0.8170731707317073
4700000,15000000,20,835,2100000,2500000,10100000,3800000,0,3.1914893617021276,18500000,1.2333333333333334,6.266666666666667
6000000,22000000,12,826,1400000,2000000,14100000,7000000,0,3.6666666666666665,24500000,1.1136363636363635,3.272727272727273
6500000,18900000,12,427,5100000,1900000,18200000,7800000,1,2.9076923076923076,33000000,1.746031746031746,4.126984126984127
500000,2000000,12,890,800000,700000,1800000,400000,0,4.0,3700000,1.85,3.0
5700000,13300000,2,333,9400000,3000000,11800000,8200000,1,2.3333333333333335,32400000,2.43609022556391,0.8571428571428571
6800000,20000000,12,679,20200000,10900000,26900000,6600000,0,2.9411764705882355,64600000,3.23,4.08
3100000,12300000,18,805,4900000,1900000,6100000,2800000,0,3.967741935483871,15700000,1.2764227642276422,4.536585365853658
5100000,11000000,16,826,11800000,2900000,12900000,2700000,0,2.156862745098039,30300000,2.7545454545454544,7.418181818181818
6300000,23900000,10,844,16300000,4900000,16800000,4500000,0,3.7936507936507935,42500000,1.7782426778242677,2.6359832635983262
4400000,14100000,10,663,5300000,4900000,17500000,2600000,0,3.2045454545454546,30300000,2.148936170212766,3.120567375886525
8100000,21900000,6,884,15100000,5400000,27500000,6600000,0,2.7037037037037037,54600000,2.493150684931507,2.219178082191781
1100000,3700000,2,508,200000,0,2200000,1300000,0,3.3636363636363638,3700000,1.0,0.5945945945945946
2400000,6900000,4,581,5100000,4500000,6000000,3400000,0,2.875,19000000,2.753623188405797,1.391304347826087
7000000,26300000,12,481,14300000,12800000,15100000,9900000,1,3.757142857142857,52100000,1.9809885931558935,3.193916349809886
8700000,30000000,12,543,21900000,12700000,30600000,12700000,1,3.4482758620689653,77900000,2.5966666666666667,3.48
3500000,12600000,10,448,1200000,2500000,10400000,3600000,1,3.6,17700000,1.4047619047619047,2.7777777777777777
1600000,5300000,4,713,1400000,1400000,4900000,1300000,0,3.3125,9000000,1.6981132075471699,1.2075471698113207
7800000,17300000,16,493,800000,4500000,16300000,9300000,1,2.217948717948718,30900000,1.7861271676300579,7.213872832369942
3700000,9200000,10,819,8500000,2000000,10200000,3100000,0,2.4864864864864864,23800000,2.5869565217391304,4.021739130434782
400000,1400000,18,827,-100000,0,900000,600000,0,3.5,1400000,1.0,5.142857142857142
4800000,15700000,10,398,4900000,7400000,17100000,6400000,1,3.2708333333333335,35800000,2.2802547770700636,3.0573248407643314
2900000,7500000,18,692,3200000,300000,7500000,4000000,0,2.586206896551724,15000000,2.0,6.96
5000000,14600000,18,509,11800000,2500000,19800000,4900000,1,2.92,39000000,2.671232876712329,6.164383561643835
7600000,18100000,16,439,12800000,5900000,29800000,10600000,1,2.3815789473684212,59100000,3.265193370165746,6.718232044198895
3000000,9400000,4,622,600000,3500000,9600000,2000000,0,3.1333333333333333,15700000,1.6702127659574468,1.2765957446808511
200000,700000,18,526,400000,100000,500000,0,1,3.5,1000000,1.4285714285714286,5.142857142857142
6800000,19000000,8,865,9500000,7200000,25000000,6300000,0,2.7941176470588234,48000000,2.526315789473684,2.863157894736842
9700000,27400000,2,328,0,18400000,22000000,7900000,1,2.8247422680412373,48300000,1.7627737226277371,0.708029197080292
1200000,4200000,4,768,2800000,2200000,2800000,1500000,0,3.5,9300000,2.2142857142857144,1.1428571428571428
7400000,24000000,16,854,4300000,6700000,20600000,8700000,0,3.2432432432432434,40300000,1.6791666666666667,4.933333333333334
6900000,20800000,4,839,2600000,2400000,16100000,7400000,0,3.0144927536231885,28500000,1.3701923076923077,1.3269230769230769
9100000,23300000,18,414,17700000,2500000,33800000,6400000,1,2.5604395604395602,60400000,2.592274678111588,7.030042918454935
1300000,4700000,16,530,3200000,1000000,3800000,800000,1,3.6153846153846154,8800000,1.872340425531915,4.425531914893617
6600000,14600000,10,841,15300000,12100000,14800000,6000000,0,2.212121212121212,48200000,3.3013698630136985,4.52054794520548
1800000,5700000,14,670,5300000,3100000,3500000,2700000,0,3.1666666666666665,14600000,2.56140350877193,4.421052631578947
8200000,20900000,14,726,11400000,4800000,26000000,8400000,0,2.548780487804878,50600000,2.4210526315789473,5.492822966507177
2800000,8300000,14,352,4900000,2600000,7100000,3700000,1,2.9642857142857144,18300000,2.2048192771084336,4.72289156626506
7000000,16000000,4,554,13000000,8600000,26600000,7900000,0,2.2857142857142856,56100000,3.50625,1.75
700000,1800000,18,728,400000,1300000,2200000,600000,0,2.5714285714285716,4500000,2.5,7.0
7400000,25500000,6,463,2300000,5600000,26800000,8400000,1,3.445945945945946,43100000,1.6901960784313725,1.7411764705882353
2300000,5000000,10,431,300000,3700000,8700000,2900000,1,2.1739130434782608,15600000,3.12,4.6
600000,1900000,8,445,1200000,100000,1600000,300000,1,3.1666666666666665,3200000,1.6842105263157894,2.526315789473684
1000000,3000000,4,896,2800000,1100000,2000000,1100000,0,3.0,7000000,2.3333333333333335,1.3333333333333333
2200000,5200000,8,420,2900000,100000,5000000,2300000,1,2.3636363636363638,10300000,1.9807692307692308,3.3846153846153846
8000000,30900000,2,315,23500000,1200000,19500000,7300000,0,3.8625,51500000,1.6666666666666667,0.517799352750809
8600000,20900000,10,867,24300000,7200000,23700000,9900000,0,2.4302325581395348,65100000,3.1148325358851676,4.114832535885167
7500000,26000000,2,342,13900000,1900000,26900000,11200000,0,3.466666666666667,53900000,2.0730769230769233,0.5769230769230769
5200000,11800000,18,711,14300000,5100000,15500000,4500000,0,2.269230769230769,39400000,3.3389830508474576,7.9322033898305095
7900000,20900000,2,723,1700000,1800000,16300000,7100000,0,2.6455696202531644,26900000,1.2870813397129186,0.7559808612440191
4200000,11300000,4,704,4700000,2800000,14900000,4000000,0,2.6904761904761907,26400000,2.336283185840708,1.4867256637168142
6500000,20200000,16,842,8300000,12200000,14300000,9600000,0,3.1076923076923078,44400000,2.198019801980198,5.148514851485149
7400000,15200000,12,600,6200000,8500000,18800000,4100000,0,2.054054054054054,37600000,2.473684210526316,5.842105263157895
